"circonscription","delegation","number","station_name","center_name"
"Sfax1","Sakiet Ezzit","23060416103","م إبتدائية الاصلاح الشيحية   مكتب 3","م إبتدائية الاصلاح الشيحية   مكتب 3"
"Sfax1","Sakiet Ezzit","23060416104","م إبتدائية الاصلاح الشيحية   مكتب 4","م إبتدائية الاصلاح الشيحية   مكتب 4"
"Sfax1","Sakiet Ezzit","23060416105","م إبتدائية الاصلاح الشيحية   مكتب 5","م إبتدائية الاصلاح الشيحية   مكتب 5"
"Sfax1","Sakiet Ezzit","23060416106","م إبتدائية الاصلاح الشيحية   مكتب 6","م إبتدائية الاصلاح الشيحية   مكتب 6"
"Sfax1","Sakiet Ezzit","23060416107","م إبتدائية الاصلاح الشيحية   مكتب 7","م إبتدائية الاصلاح الشيحية   مكتب 7"
"Sfax1","Sakiet Ezzit","23060416201","م إبتدائية البدر الشيحية   مكتب 1","م إبتدائية البدر الشيحية   مكتب 1"
"Sfax1","Sakiet Ezzit","23060416202","م إبتدائية البدر الشيحية   مكتب 2","م إبتدائية البدر الشيحية   مكتب 2"
"Sfax1","Sakiet Ezzit","23060416203","م إبتدائية البدر الشيحية   مكتب 3","م إبتدائية البدر الشيحية   مكتب 3"
"Sfax1","Sakiet Ezzit","23060416204","م إبتدائية البدر الشيحية   مكتب 4","م إبتدائية البدر الشيحية   مكتب 4"
"Sfax1","Sakiet Ezzit","23060416205","م إبتدائية البدر الشيحية   مكتب 5","م إبتدائية البدر الشيحية   مكتب 5"
"Sfax1","Sakiet Ezzit","23060416206","م إبتدائية البدر الشيحية   مكتب 6","م إبتدائية البدر الشيحية   مكتب 6"
"Sfax1","Sakiet Ezzit","23060416207","م إبتدائية البدر الشيحية   مكتب 7","م إبتدائية البدر الشيحية   مكتب 7"
"Sfax1","Sakiet Ezzit","23060416301","م إبتدائية الشيحية الشمالية  مكتب 1","م إبتدائية الشيحية الشمالية  مكتب 1"
"Sfax1","Sakiet Ezzit","23060416302","م إبتدائية الشيحية الشمالية  مكتب 2","م إبتدائية الشيحية الشمالية  مكتب 2"
"Sfax1","Sakiet Ezzit","23060416303","م إبتدائية الشيحية الشمالية  مكتب 3","م إبتدائية الشيحية الشمالية  مكتب 3"
"Sfax1","Sakiet Ezzit","23060416304","م إبتدائية الشيحية الشمالية  مكتب 4","م إبتدائية الشيحية الشمالية  مكتب 4"
"Sfax1","Sakiet Ezzit","23060416305","م إبتدائية الشيحية الشمالية  مكتب 5","م إبتدائية الشيحية الشمالية  مكتب 5"
"Sfax1","Sakiet Ezzit","23060416306","م إبتدائية الشيحية الشمالية  مكتب 6","م إبتدائية الشيحية الشمالية  مكتب 6"
"Sfax1","Sakiet Ezzit","23060416401","م إبتدائية المنارة - الشيحية  مكتب 1","م إبتدائية المنارة - الشيحية  مكتب 1"
"Sfax1","Sakiet Ezzit","23060416402","م إبتدائية المنارة - الشيحية  مكتب 2","م إبتدائية المنارة - الشيحية  مكتب 2"
"Sfax1","Sakiet Ezzit","23060416403","م إبتدائية المنارة - الشيحية  مكتب 3","م إبتدائية المنارة - الشيحية  مكتب 3"
"Sfax1","Sakiet Ezzit","23060416501","م إبتدائية الإمام سحنون - الشيحية  مكتب 1","م إبتدائية الإمام سحنون - الشيحية  مكتب 1"
"Sfax1","Sakiet Ezzit","23060416502","م إبتدائية الإمام سحنون - الشيحية  مكتب 2","م إبتدائية الإمام سحنون - الشيحية  مكتب 2"
"Sfax1","Sakiet Ezzit","23060416503","م إبتدائية الإمام سحنون - الشيحية  مكتب 3","م إبتدائية الإمام سحنون - الشيحية  مكتب 3"
"Sfax1","Sakiet Ezzit","23060416504","م إبتدائية الإمام سحنون - الشيحية  مكتب 4","م إبتدائية الإمام سحنون - الشيحية  مكتب 4"
"Sfax1","Sakiet Ezzit","23060416505","م إبتدائية الإمام سحنون - الشيحية  مكتب 5","م إبتدائية الإمام سحنون - الشيحية  مكتب 5"
"Sfax1","Sakiet Ezzit","23060416601","م إبتدائية ابن رشيق - الشيحية  مكتب 1","م إبتدائية ابن رشيق - الشيحية  مكتب 1"
"Sfax1","Sakiet Ezzit","23060416602","م إبتدائية ابن رشيق - الشيحية  مكتب 2","م إبتدائية ابن رشيق - الشيحية  مكتب 2"
"Sfax1","Sakiet Ezzit","23060416603","م إبتدائية ابن رشيق - الشيحية  مكتب 3","م إبتدائية ابن رشيق - الشيحية  مكتب 3"
"Sfax1","Sakiet Ezzit","23060516701","م إبتدائية بئر عباس - تنيور  مكتب 1","م إبتدائية بئر عباس - تنيور  مكتب 1"
"Sfax1","Sakiet Ezzit","23060616801","م إبتدائية سيدي صالح  مكتب 1","م إبتدائية سيدي صالح  مكتب 1"
"Sfax1","Sakiet Ezzit","23060616802","م إبتدائية سيدي صالح  مكتب 2","م إبتدائية سيدي صالح  مكتب 2"
"Sfax1","Sakiet Ezzit","23060616803","م إبتدائية سيدي صالح  مكتب 3","م إبتدائية سيدي صالح  مكتب 3"
"Sfax2","Skhira","24010401501","م إبتدائية سيدي مهذب - الصخيرة  مكتب 1","م إبتدائية سيدي مهذب - الصخيرة  مكتب 1"
"Sfax2","Skhira","24010401601","م إبتدائية بوسعيد - الصخيرة  مكتب 1","م إبتدائية بوسعيد - الصخيرة  مكتب 1"
"Sfax2","Skhira","24010402001","م إبتدائية الحمادة سيدي مهذب - الصخيرة  مكتب 1","م إبتدائية الحمادة سيدي مهذب - الصخيرة  مكتب 1"
"Sfax2","Skhira","24010502201","م إبتدائية القنيطرة  مكتب 1","م إبتدائية القنيطرة  مكتب 1"
"Sfax2","Mahrès","24030204701","م إبتدائية المواساة - المحرس الجنوبية  مكتب 1","م إبتدائية المواساة - المحرس الجنوبية  مكتب 1"
"Sfax2","Mahrès","24030405301","م إبتدائية السكاينة - سيدي غريب  مكتب 1","م إبتدائية السكاينة - سيدي غريب  مكتب 1"
"Sfax2","Sfax Sud","24040105901","م إبتدائية مركز علولو - العين  مكتب 1","م إبتدائية مركز علولو - العين  مكتب 1"
"Sfax2","Sfax Sud","24040105902","م إبتدائية مركز علولو - العين  مكتب 2","م إبتدائية مركز علولو - العين  مكتب 2"
"Sfax2","Sfax Sud","24040105903","م إبتدائية مركز علولو - العين  مكتب 3","م إبتدائية مركز علولو - العين  مكتب 3"
"Sfax2","Sfax Sud","24040105904","م إبتدائية مركز علولو - العين  مكتب 4","م إبتدائية مركز علولو - العين  مكتب 4"
"Sfax2","Sfax Sud","24040105905","م إبتدائية مركز علولو - العين  مكتب 5","م إبتدائية مركز علولو - العين  مكتب 5"
"Sfax2","Sfax Sud","24040106001","م إبتدائية مركز القصاص - العين  مكتب 1","م إبتدائية مركز القصاص - العين  مكتب 1"
"Sfax2","Sfax Sud","24040106002","م إبتدائية مركز القصاص - العين  مكتب 2","م إبتدائية مركز القصاص - العين  مكتب 2"
"Sfax2","Sfax Sud","24040106003","م إبتدائية مركز القصاص - العين  مكتب 3","م إبتدائية مركز القصاص - العين  مكتب 3"
"Sfax2","Sfax Sud","24040106004","م إبتدائية مركز القصاص - العين  مكتب 4","م إبتدائية مركز القصاص - العين  مكتب 4"
"Sfax2","Sfax Sud","24040106005","م إبتدائية مركز القصاص - العين  مكتب 5","م إبتدائية مركز القصاص - العين  مكتب 5"
"Sfax2","Sfax Sud","24040106006","م إبتدائية مركز القصاص - العين  مكتب 6","م إبتدائية مركز القصاص - العين  مكتب 6"
"Sfax2","Sfax Sud","24040106007","م إبتدائية مركز القصاص - العين  مكتب 7","م إبتدائية مركز القصاص - العين  مكتب 7"
"Sfax2","Sfax Sud","24040106101","م إبتدائية مركز معلى - العين  مكتب 1","م إبتدائية مركز معلى - العين  مكتب 1"
"Sfax2","Sfax Sud","24040106102","م إبتدائية مركز معلى - العين  مكتب 2","م إبتدائية مركز معلى - العين  مكتب 2"
"Sfax2","Sfax Sud","24040106103","م إبتدائية مركز معلى - العين  مكتب 3","م إبتدائية مركز معلى - العين  مكتب 3"
"Sfax2","Sfax Sud","24040106104","م إبتدائية مركز معلى - العين  مكتب 4","م إبتدائية مركز معلى - العين  مكتب 4"
"Sfax2","Sfax Sud","24040106105","م إبتدائية مركز معلى - العين  مكتب 5","م إبتدائية مركز معلى - العين  مكتب 5"
"Sfax2","Sfax Sud","24040106106","م إبتدائية مركز معلى - العين  مكتب 6","م إبتدائية مركز معلى - العين  مكتب 6"
"Sfax2","Sfax Sud","24040106201","م إبتدائية صالح واردة مركز الخراط - العين  مكتب 1","م إبتدائية صالح واردة مركز الخراط - العين  مكتب 1"
"Sfax2","Sfax Sud","24040106202","م إبتدائية صالح واردة مركز الخراط - العين  مكتب 2","م إبتدائية صالح واردة مركز الخراط - العين  مكتب 2"
"Sfax2","Sfax Sud","24040106203","م إبتدائية صالح واردة مركز الخراط - العين  مكتب 3","م إبتدائية صالح واردة مركز الخراط - العين  مكتب 3"
"Sfax2","Sfax Sud","24040106204","م إبتدائية صالح واردة مركز الخراط - العين  مكتب 4","م إبتدائية صالح واردة مركز الخراط - العين  مكتب 4"
"Sfax2","Sfax Sud","24040106301","م إبتدائية  14 جانفي العين   مكتب 1","م إبتدائية  14 جانفي العين   مكتب 1"
"Sfax2","Sfax Sud","24040106302","م إبتدائية  14 جانفي العين   مكتب 2","م إبتدائية  14 جانفي العين   مكتب 2"
"Sfax2","Sfax Sud","24040206401","م إبتدائية الرشاد الجديدة - قرمدة  مكتب 1","م إبتدائية الرشاد الجديدة - قرمدة  مكتب 1"
"Sfax2","Sfax Sud","24040206402","م إبتدائية الرشاد الجديدة - قرمدة  مكتب 2","م إبتدائية الرشاد الجديدة - قرمدة  مكتب 2"
"Sfax2","Sfax Sud","24040206403","م إبتدائية الرشاد الجديدة - قرمدة  مكتب 3","م إبتدائية الرشاد الجديدة - قرمدة  مكتب 3"
"Sfax2","Sfax Sud","24040206404","م إبتدائية الرشاد الجديدة - قرمدة  مكتب 4","م إبتدائية الرشاد الجديدة - قرمدة  مكتب 4"
"Sfax2","Sfax Sud","24040206405","م إبتدائية الرشاد الجديدة - قرمدة  مكتب 5","م إبتدائية الرشاد الجديدة - قرمدة  مكتب 5"
"Sfax2","Sfax Sud","24040206406","م إبتدائية الرشاد الجديدة - قرمدة  مكتب 6","م إبتدائية الرشاد الجديدة - قرمدة  مكتب 6"
"Sfax2","Sfax Sud","24040206407","م إبتدائية الرشاد الجديدة - قرمدة  مكتب 7","م إبتدائية الرشاد الجديدة - قرمدة  مكتب 7"
"Sfax2","Sfax Sud","24040206408","م إبتدائية الرشاد الجديدة - قرمدة  مكتب 8","م إبتدائية الرشاد الجديدة - قرمدة  مكتب 8"
"Sfax2","Sfax Sud","24040306501","م إبتدائية مركز السلامي - بوزيان  مكتب 1","م إبتدائية مركز السلامي - بوزيان  مكتب 1"
"Sfax2","Sfax Sud","24040306502","م إبتدائية مركز السلامي - بوزيان  مكتب 2","م إبتدائية مركز السلامي - بوزيان  مكتب 2"
"Sfax2","Sfax Sud","24040306503","م إبتدائية مركز السلامي - بوزيان  مكتب 3","م إبتدائية مركز السلامي - بوزيان  مكتب 3"
"Sfax2","Sfax Sud","24040306504","م إبتدائية مركز السلامي - بوزيان  مكتب 4","م إبتدائية مركز السلامي - بوزيان  مكتب 4"
"Sfax2","Sfax Sud","24040306505","م إبتدائية مركز السلامي - بوزيان  مكتب 5","م إبتدائية مركز السلامي - بوزيان  مكتب 5"
"Sfax2","Sfax Sud","24040306506","م إبتدائية مركز السلامي - بوزيان  مكتب 6","م إبتدائية مركز السلامي - بوزيان  مكتب 6"
"Sfax2","Sfax Sud","24040306507","م إبتدائية مركز السلامي - بوزيان  مكتب 7","م إبتدائية مركز السلامي - بوزيان  مكتب 7"
"Sfax2","Sfax Sud","24040306601","م إبتدائية مركز كمون - بوزيان  مكتب 1","م إبتدائية مركز كمون - بوزيان  مكتب 1"
"Sfax2","Sfax Sud","24040306602","م إبتدائية مركز كمون - بوزيان  مكتب 2","م إبتدائية مركز كمون - بوزيان  مكتب 2"
"Sfax2","Sfax Sud","24040306603","م إبتدائية مركز كمون - بوزيان  مكتب 3","م إبتدائية مركز كمون - بوزيان  مكتب 3"
"Sfax2","Sfax Sud","24040306604","م إبتدائية مركز كمون - بوزيان  مكتب 4","م إبتدائية مركز كمون - بوزيان  مكتب 4"
"Sfax2","Sfax Sud","24040306605","م إبتدائية مركز كمون - بوزيان  مكتب 5","م إبتدائية مركز كمون - بوزيان  مكتب 5"
"Sfax2","Sfax Sud","24040306606","م إبتدائية مركز كمون - بوزيان  مكتب 6","م إبتدائية مركز كمون - بوزيان  مكتب 6"
"Sfax2","Sfax Sud","24040306607","م إبتدائية مركز كمون - بوزيان  مكتب 7","م إبتدائية مركز كمون - بوزيان  مكتب 7"
"Sfax2","Sfax Sud","24040306701","م إبتدائية بوزيان   مكتب 1","م إبتدائية بوزيان   مكتب 1"
"Sfax2","Sfax Sud","24040306702","م إبتدائية بوزيان   مكتب 2","م إبتدائية بوزيان   مكتب 2"
"Sfax2","Sfax Sud","24040306703","م إبتدائية بوزيان   مكتب 3","م إبتدائية بوزيان   مكتب 3"
"Sfax2","Sfax Sud","24040306704","م إبتدائية بوزيان   مكتب 4","م إبتدائية بوزيان   مكتب 4"
"Sfax2","Sfax Sud","24040306705","م إبتدائية بوزيان   مكتب 5","م إبتدائية بوزيان   مكتب 5"
"Sfax2","Sfax Sud","24040406801","م إبتدائية مركز الجلولي - الأفران الشمالية  مكتب 1","م إبتدائية مركز الجلولي - الأفران الشمالية  مكتب 1"
"Sfax2","Sfax Sud","24040406802","م إبتدائية مركز الجلولي - الأفران الشمالية  مكتب 2","م إبتدائية مركز الجلولي - الأفران الشمالية  مكتب 2"
"Sfax2","Sfax Sud","24040406803","م إبتدائية مركز الجلولي - الأفران الشمالية  مكتب 3","م إبتدائية مركز الجلولي - الأفران الشمالية  مكتب 3"
"Sfax2","Sfax Sud","24040406804","م إبتدائية مركز الجلولي - الأفران الشمالية  مكتب 4","م إبتدائية مركز الجلولي - الأفران الشمالية  مكتب 4"
"Sfax2","Sfax Sud","24040406805","م إبتدائية مركز الجلولي - الأفران الشمالية  مكتب 5","م إبتدائية مركز الجلولي - الأفران الشمالية  مكتب 5"
"Sfax2","Sfax Sud","24040406806","م إبتدائية مركز الجلولي - الأفران الشمالية  مكتب 6","م إبتدائية مركز الجلولي - الأفران الشمالية  مكتب 6"
"Sfax2","Sfax Sud","24040406807","م إبتدائية مركز الجلولي - الأفران الشمالية  مكتب 7","م إبتدائية مركز الجلولي - الأفران الشمالية  مكتب 7"
"Sfax2","Sfax Sud","24040406808","م إبتدائية مركز الجلولي - الأفران الشمالية  مكتب 8","م إبتدائية مركز الجلولي - الأفران الشمالية  مكتب 8"
"Sfax2","Sfax Sud","24040406901","م إبتدائية مركز بن حليمة - الأفران الشمالية  مكتب 1","م إبتدائية مركز بن حليمة - الأفران الشمالية  مكتب 1"
"Sfax2","Sfax Sud","24040406902","م إبتدائية مركز بن حليمة - الأفران الشمالية  مكتب 2","م إبتدائية مركز بن حليمة - الأفران الشمالية  مكتب 2"
"Sfax2","Sfax Sud","24040406903","م إبتدائية مركز بن حليمة - الأفران الشمالية  مكتب 3","م إبتدائية مركز بن حليمة - الأفران الشمالية  مكتب 3"
"Sfax2","Sfax Sud","24040406904","م إبتدائية مركز بن حليمة - الأفران الشمالية  مكتب 4","م إبتدائية مركز بن حليمة - الأفران الشمالية  مكتب 4"
"Sfax2","Sfax Sud","24040406905","م إبتدائية مركز بن حليمة - الأفران الشمالية  مكتب 5","م إبتدائية مركز بن حليمة - الأفران الشمالية  مكتب 5"
"Sfax2","Sfax Sud","24040406906","م إبتدائية مركز بن حليمة - الأفران الشمالية  مكتب 6","م إبتدائية مركز بن حليمة - الأفران الشمالية  مكتب 6"
"Sfax2","Sfax Sud","24040407001","م إبتدائية الحسنى - الأفران الشمالية  مكتب 1","م إبتدائية الحسنى - الأفران الشمالية  مكتب 1"
"Sfax2","Sfax Sud","24040407002","م إبتدائية الحسنى - الأفران الشمالية  مكتب 2","م إبتدائية الحسنى - الأفران الشمالية  مكتب 2"
"Sfax2","Sfax Sud","24040407003","م إبتدائية الحسنى - الأفران الشمالية  مكتب 3","م إبتدائية الحسنى - الأفران الشمالية  مكتب 3"
"Sfax2","Sfax Sud","24040407004","م إبتدائية الحسنى - الأفران الشمالية  مكتب 4","م إبتدائية الحسنى - الأفران الشمالية  مكتب 4"
"Sfax2","Sfax Sud","24040407005","م إبتدائية الحسنى - الأفران الشمالية  مكتب 5","م إبتدائية الحسنى - الأفران الشمالية  مكتب 5"
"Sfax2","Sfax Sud","24040407006","م إبتدائية الحسنى - الأفران الشمالية  مكتب 6","م إبتدائية الحسنى - الأفران الشمالية  مكتب 6"
"Sfax2","Sfax Sud","24040407007","م إبتدائية الحسنى - الأفران الشمالية  مكتب 7","م إبتدائية الحسنى - الأفران الشمالية  مكتب 7"
"Sfax2","Sfax Sud","24040407101","م إبتدائية مركز والي - الأفران الشمالية  مكتب 1","م إبتدائية مركز والي - الأفران الشمالية  مكتب 1"
"Sfax2","Sfax Sud","24040407102","م إبتدائية مركز والي - الأفران الشمالية  مكتب 2","م إبتدائية مركز والي - الأفران الشمالية  مكتب 2"
"Sfax2","Sfax Sud","24040407103","م إبتدائية مركز والي - الأفران الشمالية  مكتب 3","م إبتدائية مركز والي - الأفران الشمالية  مكتب 3"
"Sfax2","Sfax Sud","24040407104","م إبتدائية مركز والي - الأفران الشمالية  مكتب 4","م إبتدائية مركز والي - الأفران الشمالية  مكتب 4"
"Sfax2","Sfax Sud","24040407105","م إبتدائية مركز والي - الأفران الشمالية  مكتب 5","م إبتدائية مركز والي - الأفران الشمالية  مكتب 5"
"Sfax2","Sfax Sud","24040407106","م إبتدائية مركز والي - الأفران الشمالية  مكتب 6","م إبتدائية مركز والي - الأفران الشمالية  مكتب 6"
"Sfax2","Sfax Sud","24040407107","م إبتدائية مركز والي - الأفران الشمالية  مكتب 7","م إبتدائية مركز والي - الأفران الشمالية  مكتب 7"
"Sfax2","Sfax Sud","24040507201","م إبتدائية عين الشرفي - الخزانات  مكتب 1","م إبتدائية عين الشرفي - الخزانات  مكتب 1"
"Sfax2","Sfax Sud","24040507202","م إبتدائية عين الشرفي - الخزانات  مكتب 2","م إبتدائية عين الشرفي - الخزانات  مكتب 2"
"Sfax2","Sfax Sud","24040507301","م إبتدائية مركز الشيخ ابراهيم - الخزانات  مكتب 1","م إبتدائية مركز الشيخ ابراهيم - الخزانات  مكتب 1"
"Sfax2","Sfax Sud","24040507302","م إبتدائية مركز الشيخ ابراهيم - الخزانات  مكتب 2","م إبتدائية مركز الشيخ ابراهيم - الخزانات  مكتب 2"
"Sfax2","Sfax Sud","24040507303","م إبتدائية مركز الشيخ ابراهيم - الخزانات  مكتب 3","م إبتدائية مركز الشيخ ابراهيم - الخزانات  مكتب 3"
"Sfax2","Sfax Sud","24040507401","م إبتدائية سيدي خليفة الطياري - الخزانات  مكتب 1","م إبتدائية سيدي خليفة الطياري - الخزانات  مكتب 1"
"Sfax2","Sfax Sud","24040507402","م إبتدائية سيدي خليفة الطياري - الخزانات  مكتب 2","م إبتدائية سيدي خليفة الطياري - الخزانات  مكتب 2"
"Sfax2","Sfax Sud","24040507501","م إبتدائية بومرة - الخزانات  مكتب 1","م إبتدائية بومرة - الخزانات  مكتب 1"
"Sfax2","Sfax Sud","24040507601","م إبتدائية طريق منزل شاكر كلم 17 - الخزانات  مكتب 1","م إبتدائية طريق منزل شاكر كلم 17 - الخزانات  مكتب 1"
"Sfax2","Sfax Sud","24040607701","م إبتدائية مركز بوخذير - العوابد  مكتب 1","م إبتدائية مركز بوخذير - العوابد  مكتب 1"
"Sfax2","Sfax Sud","24040607702","م إبتدائية مركز بوخذير - العوابد  مكتب 2","م إبتدائية مركز بوخذير - العوابد  مكتب 2"
"Sfax2","Sfax Sud","24040607801","م إبتدائية عين تركية - العوابد  مكتب 1","م إبتدائية عين تركية - العوابد  مكتب 1"
"Sfax2","Sfax Sud","24040607802","م إبتدائية عين تركية - العوابد  مكتب 2","م إبتدائية عين تركية - العوابد  مكتب 2"
"Sfax2","Sfax Sud","24040707901","م إبتدائية عيون المايل   مكتب 1","م إبتدائية عيون المايل   مكتب 1"
"Sfax2","Sfax Sud","24040707902","م إبتدائية عيون المايل   مكتب 2","م إبتدائية عيون المايل   مكتب 2"
"Sfax2","Sfax Sud","24040707903","م إبتدائية عيون المايل   مكتب 3","م إبتدائية عيون المايل   مكتب 3"
"Sfax2","Sfax Sud","24040707904","م إبتدائية عيون المايل   مكتب 4","م إبتدائية عيون المايل   مكتب 4"
"Sfax2","Sfax Sud","24040707905","م إبتدائية عيون المايل   مكتب 5","م إبتدائية عيون المايل   مكتب 5"
"Sfax2","Sfax Sud","24040707906","م إبتدائية عيون المايل   مكتب 6","م إبتدائية عيون المايل   مكتب 6"
"Sfax2","Sfax Sud","24040708001","م إبتدائية العرفات - عيون المايل  مكتب 1","م إبتدائية العرفات - عيون المايل  مكتب 1"
"Sfax2","Sfax Sud","24040708101","م إبتدائية سيدي عبد الكافي - عيون المايل  مكتب 1","م إبتدائية سيدي عبد الكافي - عيون المايل  مكتب 1"
"Sfax2","Sfax Sud","24040708201","م إبتدائية الحرية سوق السيارات - عيون المايل  مكتب 1","م إبتدائية الحرية سوق السيارات - عيون المايل  مكتب 1"
"Sfax2","Sfax Sud","24040708202","م إبتدائية الحرية سوق السيارات - عيون المايل  مكتب 2","م إبتدائية الحرية سوق السيارات - عيون المايل  مكتب 2"
"Sfax2","Sfax Sud","24040708203","م إبتدائية الحرية سوق السيارات - عيون المايل  مكتب 3","م إبتدائية الحرية سوق السيارات - عيون المايل  مكتب 3"
"Sfax2","Sfax Sud","24040708204","م إبتدائية الحرية سوق السيارات - عيون المايل  مكتب 4","م إبتدائية الحرية سوق السيارات - عيون المايل  مكتب 4"
"Sfax2","Sfax Ouest","24050108302","م إبتدائية حي السرور - مركز شاكر  مكتب 2","م إبتدائية حي السرور - مركز شاكر  مكتب 2"
"Sfax2","Sfax Ouest","24050309003","م إبتدائية خليل بن احمد المحارزة - سكرة  مكتب 3","م إبتدائية خليل بن احمد المحارزة - سكرة  مكتب 3"
"Sfax2","Sfax Ouest","24050309004","م إبتدائية خليل بن احمد المحارزة - سكرة  مكتب 4","م إبتدائية خليل بن احمد المحارزة - سكرة  مكتب 4"
"Sfax2","Sfax Ouest","24050309005","م إبتدائية خليل بن احمد المحارزة - سكرة  مكتب 5","م إبتدائية خليل بن احمد المحارزة - سكرة  مكتب 5"
"Sfax2","Sfax Ouest","24050309006","م إبتدائية خليل بن احمد المحارزة - سكرة  مكتب 6","م إبتدائية خليل بن احمد المحارزة - سكرة  مكتب 6"
"Sfax2","Sfax Ouest","24050309007","م إبتدائية خليل بن احمد المحارزة - سكرة  مكتب 7","م إبتدائية خليل بن احمد المحارزة - سكرة  مكتب 7"
"Sfax2","Sfax Ouest","24050409201","م إبتدائية سيدي الجيلاني - العالية  مكتب 1","م إبتدائية سيدي الجيلاني - العالية  مكتب 1"
"Sfax2","Sfax Ouest","24050409202","م إبتدائية سيدي الجيلاني - العالية  مكتب 2","م إبتدائية سيدي الجيلاني - العالية  مكتب 2"
"Sfax2","Sfax Ouest","24050409203","م إبتدائية سيدي الجيلاني - العالية  مكتب 3","م إبتدائية سيدي الجيلاني - العالية  مكتب 3"
"Sfax2","Sfax Ouest","24050409204","م إبتدائية سيدي الجيلاني - العالية  مكتب 4","م إبتدائية سيدي الجيلاني - العالية  مكتب 4"
"Sfax2","Sfax Ouest","24050409205","م إبتدائية سيدي الجيلاني - العالية  مكتب 5","م إبتدائية سيدي الجيلاني - العالية  مكتب 5"
"Sfax2","Sfax Ouest","24050409206","م إبتدائية سيدي الجيلاني - العالية  مكتب 6","م إبتدائية سيدي الجيلاني - العالية  مكتب 6"
"Sfax2","Sfax Ouest","24050509301","م إبتدائية المراكشي 1 - وادي الرمل  مكتب 1","م إبتدائية المراكشي 1 - وادي الرمل  مكتب 1"
"Sfax2","Sfax Ouest","24050509302","م إبتدائية المراكشي 1 - وادي الرمل  مكتب 2","م إبتدائية المراكشي 1 - وادي الرمل  مكتب 2"
"Sfax2","Sfax Ouest","24050509303","م إبتدائية المراكشي 1 - وادي الرمل  مكتب 3","م إبتدائية المراكشي 1 - وادي الرمل  مكتب 3"
"Sfax2","Sfax Ouest","24050509304","م إبتدائية المراكشي 1 - وادي الرمل  مكتب 4","م إبتدائية المراكشي 1 - وادي الرمل  مكتب 4"
"Sfax2","Sfax Ouest","24050509305","م إبتدائية المراكشي 1 - وادي الرمل  مكتب 5","م إبتدائية المراكشي 1 - وادي الرمل  مكتب 5"
"Sfax2","Sfax Ouest","24050509306","م إبتدائية المراكشي 1 - وادي الرمل  مكتب 6","م إبتدائية المراكشي 1 - وادي الرمل  مكتب 6"
"Sfax2","Sfax Ouest","24050509307","م إبتدائية المراكشي 1 - وادي الرمل  مكتب 7","م إبتدائية المراكشي 1 - وادي الرمل  مكتب 7"
"Sfax2","Sfax Ville","24060911503","م إبتدائية مركز الباشا   مكتب 3","م إبتدائية مركز الباشا   مكتب 3"
"Sfax2","Sfax Ville","24060911504","م إبتدائية مركز الباشا   مكتب 4","م إبتدائية مركز الباشا   مكتب 4"
"Sfax2","Sfax Ville","24060911505","م إبتدائية مركز الباشا   مكتب 5","م إبتدائية مركز الباشا   مكتب 5"
"Sfax2","Sfax Ville","24060911506","م إبتدائية مركز الباشا   مكتب 6","م إبتدائية مركز الباشا   مكتب 6"
"Sfax2","Sfax Ville","24060911507","م إبتدائية مركز الباشا   مكتب 7","م إبتدائية مركز الباشا   مكتب 7"
"Sfax2","Sfax Ville","24060911508","م إبتدائية مركز الباشا   مكتب 8","م إبتدائية مركز الباشا   مكتب 8"
"Sfax2","Sfax Ville","24061011601","م إبتدائية سيدي عباس   مكتب 1","م إبتدائية سيدي عباس   مكتب 1"
"Sfax2","Sfax Ville","24061011602","م إبتدائية سيدي عباس   مكتب 2","م إبتدائية سيدي عباس   مكتب 2"
"Sfax2","Sfax Ville","24061011603","م إبتدائية سيدي عباس   مكتب 3","م إبتدائية سيدي عباس   مكتب 3"
"Sfax2","Sfax Ville","24061011604","م إبتدائية سيدي عباس   مكتب 4","م إبتدائية سيدي عباس   مكتب 4"
"Sfax2","Sfax Ville","24061011605","م إبتدائية سيدي عباس   مكتب 5","م إبتدائية سيدي عباس   مكتب 5"
"Sfax2","Sfax Ville","24061011606","م إبتدائية سيدي عباس   مكتب 6","م إبتدائية سيدي عباس   مكتب 6"
"Sfax2","Sfax Ville","24061011607","م إبتدائية سيدي عباس   مكتب 7","م إبتدائية سيدي عباس   مكتب 7"
"Sfax2","Sfax Ville","24061011701","م إبتدائية محمد الجمل العالية - سيدي عباس  مكتب 1","م إبتدائية محمد الجمل العالية - سيدي عباس  مكتب 1"
"Sfax2","Sfax Ville","24061011702","م إبتدائية محمد الجمل العالية - سيدي عباس  مكتب 2","م إبتدائية محمد الجمل العالية - سيدي عباس  مكتب 2"
"Sfax2","Sfax Ville","24061011703","م إبتدائية محمد الجمل العالية - سيدي عباس  مكتب 3","م إبتدائية محمد الجمل العالية - سيدي عباس  مكتب 3"
"Sfax2","Sfax Ville","24061011704","م إبتدائية محمد الجمل العالية - سيدي عباس  مكتب 4","م إبتدائية محمد الجمل العالية - سيدي عباس  مكتب 4"
"Sfax2","Sfax Ville","24061111801","م إبتدائية الرحمة - محمد علي  مكتب 1","م إبتدائية الرحمة - محمد علي  مكتب 1"
"Sfax2","Sfax Ville","24061111802","م إبتدائية الرحمة - محمد علي  مكتب 2","م إبتدائية الرحمة - محمد علي  مكتب 2"
